#,command,apropos
2667,"builtin(1), !(1), %(1), .(1), :(1), @(1), {(1), }(1), alias(1), alloc(1), bg(1), bind(1), bindkey(1), break(1), breaksw(1), builtins(1), case(1), cd(1), chdir(1), command(1), complete(1), continue(1), default(1), dirs(1), do(1), done(1), echo(1), echotc(1), elif(1), else(1), end(1), endif(1), endsw(1), esac(1), eval(1), exec(1), exit(1), export(1), false(1), fc(1), fg(1), filetest(1), fi(1), for(1), foreach(1), getopts(1), glob(1), goto(1), hash(1), hashstat(1), history(1), hup(1), if(1), jobid(1), jobs(1), kill(1), limit(1), local(1), log(1), login(1), logout(1), ls","F(1), nice(1), nohup(1), notify(1), onintr(1), popd(1), printenv(1), pushd(1), pwd(1), read(1), readonly(1), rehash(1), repeat(1), return(1), sched(1), set(1), setenv(1), settc(1), setty(1), setvar(1), shift(1), source(1), stop(1), suspend(1), switch(1), telltc(1), test(1), then(1), time(1), times(1), trap(1), true(1), type(1), ulimit(1), umask(1), unalias(1), uncomplete(1), unhash(1), unlimit(1), unset(1), unsetenv(1), until(1), wait(1), where(1), which(1), while(1) "
2668,bundle,add(1)            
2669,bundle,check(1)          
2670,bundle,config(1)         
2671,bundle,init(1)           
2672,bundle,inject(1)         
2673,bundle,install(1)        
2674,bundle,lock(1)           
2675,bundle,package(1)        
2676,bundle,remove(1)         
2677,bundle,viz(1)            
2678,"bzcmp(1), bzdiff(1)      ", compare bzip2 compressed files
2679,"bzip2(1), bunzip2(1)     ", a block
2680,"bzmore(1), bzless(1)     ", file perusal filter for crt viewing of bzip2 compressed text
2681,c++filt(1)               , Demangle C++ and Java symbols
2682,cache_callbacks(3)       , Pre
2683,canonical(5)             , Postfix canonical table format
2684,cat(1)                   , concatenate and print files
2685,cc_fips_test(1)          , Validates correctness of the corecrypto library during bootup
2686,cd9660.util(8)           , ISO 9660 file system utility
2687,certtool(1)              ," create key pairs, certificates and certificate signing requests for use with Keychains"
2688,cfilutil(1)              , Tool to exercise the content filter subsystem
2689,"cfront(n), fileutil::magic::cfront(n) ", Generator core for compiler of magic(5) files
2690,"cgen(n), fileutil::magic::cgen(n) ", Generator core for compiler of magic(5) files
2691,"cgetent(3), cgetset(3), cgetmatch(3), cgetcap(3), cgetnum(3), cgetstr(3), cgetustr(3), cgetfirst(3), cgetnext(3), cgetclose(3) ", capability database access routines
2692,charnames(3pm)           , access to Unicode character names and named character sequences; also define character names
2693,checkgid(8)              , validate group identifiers
2694,checknr(1)               , check nroff/troff files
2695,chflags(1)               , change file flags
2696,"chflags(2), fchflags(2)  ", set file flags
2697,chkpasswd(8)             , verifies user password against various systems
2698,chmod(1)                 , change file modes or Access Control Lists
2699,"chmod(2), fchmod(2), fchmodat(2) ", change mode of file
2700,"chown(2), fchown(2), lchown(2), fchownat(2) ", change owner and group of a file
2701,chown(8)                 , change file owner and group
2702,cidr_table(5)            , format of Postfix CIDR tables
2703,"cksum(1), sum(1)         ", display file checksums and block counts
2704,classes.conf(5)          , class configuration file for cups
2705,cleanup(8)               , canonicalize and enqueue Postfix message
2706,"clearerr(3), clearerr_unlocked(3), feof(3), feof_unlocked(3), ferror(3), ferror_unlocked(3), fileno(3), fileno_unlocked(3) ", check and reset stream status
2707,client.conf(5)           , client configuration file for cups (deprecated on macos)
2708,clonefile(2)             , create copy on write clones of files
2709,cloudconfigurationd(8)   , Device Enrollment client daemon
2710,cmp(1)                   , compare two files byte by byte
2711,col(1)                   , filter reverse line feeds from input
2712,colcrt(1)                , filter nroff output for CRT previewing
2713,colldef(1)               , convert collation sequence source definition
2714,colrm(1)                 , remove columns from a file
2715,com.apple.Boot.plist(5)  , Configuration plist for OS X booter
2716,comm(1)                  , select or reject lines common to two files
2717,compression_tool(1)      , encode/decode files using the Compression library
2718,config_data(1)           , Query or change configuration of Perl modules
2719,configbody(n)            ," change the ""config"" code for a public variable"
2720,configd(8)               , System Configuration Daemon
2721,configureLocalKDC(1)     , generate a LocalKDC
2722,confstr(3)               , get string
2723,"copyfile(3), fcopyfile(3), copyfile_state_alloc(3), copyfile_state_free(3), copyfile_state_get(3), copyfile_state_set(3) ", copy a file
2724,core(5)                  , memory image file format
2725,cp(1)                    , copy files
2726,cpio(1)                  , copy files to and from archives
2727,creat(2)                 , create a new file
2728,crontab(1)               , maintain crontab files for individual users (V3)
2729,csplit(1)                , split files based on context
2730,csrutil(8)               , Configure system security policies
2731,cups,config(1)           
2732,cups,files.conf(5)       
2733,cupsctl(8)               , configure cupsd.conf options
2734,cupsd,logs(5)            
2735,cupsd.conf(5)            , server configuration file for cups
2736,cupsfilter(8)            , convert a file to another format using cups filters (deprecated)
2737,cupstestppd(1)           , test conformance of ppd files
2738,curl,config(1)           
2739,curl_easy_perform(3)     , perform a blocking file transfer
2740,curl_multi_fdset(3)      , extracts file descriptor information from a multi handle
2741,cut(1)                   , cut out selected portions of each line of a file
2742,dappprof(1m)             , profile user and lib function usage. Uses DTrace
2743,datefield(n)             , Tk datefield widget
2744,dbilogstrip(1)           , filter to normalize DBI trace logs for diff'ing
2745,dbiprof(1)               , command
2746,"dbm_clearerr(3), dbm_close(3), dbm_delete(3), dbm_dirfno(3), dbm_error(3), dbm_fetch(3), dbm_firstkey(3), dbm_nextkey(3), dbm_open(3), dbm_store(3) ", database access functions
2747,dbmmanage(1)             , Manage user authentication files in DBM format
2748,dd(1)                    , convert and copy a file
2749,debinhex.pl(1)           , use Convert::BinHex to decode BinHex files
2750,define_key(3x)           , define a keycode
2751,"delay_output(3x), filter(3x), flushinp(3x), getwin(3x), key_name(3x), keyname(3x), nofilter(3x), putwin(3x), unctrl(3x), use_env(3x), wunctrl(3x) ", miscellaneous curses utility routines
2752,"dexec(n), grammar::fa::dexec(n) ", Execute deterministic finite automatons
2753,diagnosticd(8)           , unified logging system diagnostic daemon
2754,diff(1)                  , compare files line by line
2755,diff3(1)                 , compare three files line by line
2756,"digittoint(3), isalnum(3), isalpha(3), isascii(3), isblank(3), iscntrl(3), isdigit(3), isgraph(3), ishexnumber(3), isideogram(3), islower(3), isnumber(3), isphonogram(3), isprint(3), ispunct(3), isrune(3), isspace(3), isspecial(3), isupper(3), isxdigit(3), toascii(3), tolower(3), toupper(3) ", character classification macros
2757,"digittoint_l(3), isalnum_l(3), isalpha_l(3), isascii_l(3), isblank_l(3), iscntrl_l(3), isdigit_l(3), isgraph_l(3), ishexnumber_l(3), isideogram_l(3), islower_l(3), isnumber_l(3), isphonogram_l(3), isprint_l(3), ispunct_l(3), isrune_l(3), isspace_l(3), isspecial_l(3), isupper_l(3), isxdigit_l(3), toascii_l(3), tolower_l(3), toupper_l(3) ", character classification macros
2758,"dir(5), dirent(5)        ", directory file format
2759,discard(8)               , Postfix discard mail delivery agent
2760,"dispatch_io_create(3), dispatch_io_create_with_path(3), dispatch_io_close(3), dispatch_io_set_high_water(3), dispatch_io_set_low_water(3), dispatch_io_set_interval(3), dispatch_io_barrier(3) "," open, close and configure dispatch I/O channels"
2761,"dispatch_read(3), dispatch_write(3) ", asynchronously read from and write to file descriptors
2762,distnoted(8)             , distributed notification server
2763,dladdr(3)                , find the image containing a given address
2764,dnctl(8)                 , Traffic shaper control program
2765,dnsblog(8)               , Postfix DNS white/blacklist logger
2766,dot_clean(1)             , Merge._* files with corresponding native files
2767,dsconfigad(8)            , retrieves/changes configuration for Active Directory
2768,dummynet(4)              ," traffic shaper, bandwidth manager and delay emulator"
2769,"dup(2), dup2(2)          ", duplicate an existing file descriptor
2770,dynamic_pager(8)         , swap configuration daemon
2771,eapolcfg_auth(8)         , A launch
2772,editrc(5)                , configuration file for editline library
2773,eficheck(8)              , check the integrity of the x86 flash chip firmware
2774,encguess(1)              , guess character encodings of files
2775,eof(ntcl)                , Check for end of file condition on channel
2776,"err(3), verr(3), errc(3), verrc(3), errx(3), verrx(3), warn(3), vwarn(3), warnc(3), vwarnc(3), warnx(3), vwarnx(3), err_set_exit(3), err_set_exit_b(3), err_set_file(3) ", formatted error messages
2777,error(8)                 , Postfix error/retry mail delivery agent
2778,ethcheck(8)              , check the integrity of Broadcom Ethernet devices' firmware
2779,event(ntcl)              , Miscellaneous event facilities: define virtual events and generate events
2780,evim(1)                  ," easy Vim, edit a file with Vim and setup for modeless editing"
2781,exchangedata(2)          , atomically exchange data between two files
2782,"execl(3), execle(3), execlp(3), execv(3), execvp(3), execvP(3) ", execute a file
2783,execve(2)                , execute a file
2784,exfat.util(8)            , ExFAT file system utility
2785,exports(5)               , define remote mount points for NFS mount requests
2786,"fa(n), grammar::fa(n)    ", Create and manipulate finite automatons
2787,"faop(n), grammar::fa::op(n) ", Operations on finite automatons
2788,fcntl(2)                 , file control
2789,fconfigure(ntcl)         , Set and get options on a channel
2790,"fd(4), stdin(4), stdout(4), stderr(4) ", file descriptor files
2791,fddist(1m)               , file descriptor usage distributions. Uses DTrace
2792,fdesetup(8)              , FileVault configuration tool
2793,ffi_call(3)              , Invoke a foreign function
2794,ffi_prep_cif(3)          , Prepare a ffi_cif structure for use with ffi_call
2795,ffi_prep_cif_var(3)      , Prepare a ffi_cif structure for use with ffi_call for variadic functions
2796,"fflagstostr(3), strtofflags(3) ", convert between file flag bits and their string names
2797,"ffs(3), ffsl(3), ffsll(3), fls(3), flsl(3), flsll(3) ", find first or last bit set in a bit string
2798,fhopen(2)                , open a file by file handle
2799,fibreconfig(8)           , Tool for configuring settings for Fibre Channel controllers and targets
2800,fields(3pm)              , compile
2801,fifo(n)                  , Create and manipulate u
2802,fifo2(n)                 , Create and manipulate pipe fifo channels
2803,file(1)                  , determine file type
2804,file(ntcl)               , Manipulate file names and attributes
2805,filebyproc.d(1m)         , snoop opens by process name. Uses DTrace
2806,filecoordinationd(8)     , system
2807,fileevent(ntcl)          , Execute a script when a channel becomes readable or writable
2808,filename(ntcl)           , File name conventions supported by Tcl commands
2809,fileproviderctl(1)       , introspect file provider extensions
2810,fileproviderd(8)         , Part of File Coordination
2811,filetest(3pm)            , Perl pragma to control the filetest permission operators
2812,"filetypes(n), fileutil::magic::filetype(n) ", Procedures implementing file
2813,fileutil(n)              , Procedures implementing some file utilities
2814,filter(7)                , cups file conversion filter interface
2815,filtercalltree(1)        , Filter or prune a call tree file generated by sample or malloc_history
2816,find(1)                  , walk a file hierarchy
2817,find(n)                  , search for classes and objects
2818,find2perl(1)             , translate find command lines to Perl code
2819,findmydevice,user
2820,findmydeviced(8)         , Find My Mac daemon
2821,findrule(1)              , command line wrapper to File::Find::Rule
2822,finger(1)                , user information lookup program
2823,finger.conf(5)           , finger(1) alias configuration file
2824,finite(3)                ," returns 1 for finite x, 0 for infinite x and NaNs"
2825,firmwarepasswd(8)        , tool for setting and removing firmware passwords on a system
2826,firmwaresyncd(8)         , synchronize files used by the system firmware
2827,fixproc(1)               , Fixes a process by performing the specified action
2828,flock(2)                 , apply or remove an advisory lock on an open file
2829,"flockfile(3), ftrylockfile(3), funlockfile(3) ", stdio locking functions
2830,flush(8)                 , Postfix fast flush server
2831,fmfd(8)                  , Find My Friends daemon
2832,fnmatch(3)               , test whether a filename or pathname matches a shell
2833,fold(1)                  , fold long lines for finite width output device
2834,form_field(3x)           , make and break connections between fields and forms
2835,form_field_attributes(3x) , color and attribute control for form fields
2836,form_field_buffer(3x)    , field buffer control
2837,form_field_info(3x)      , retrieve field characteristics
2838,form_field_just(3x)      , retrieve field characteristics
2839,form_field_new(3x)       , create and destroy form fields
2840,form_field_opts(3x)      , set and get field options
2841,form_field_userptr(3x)   , associate application data with a form field
2842,form_field_validation(3x) , data type validation for fields
2843,form_fieldtype(3x)       , define validation
2844,"fpathconf(2), pathconf(2) ", get configurable pathname variables
2845,"fpclassify(3), isfinite(3), isinf(3), isnan(3), isnormal(3) ", classify a floating
2846,fs_snapshot_create(2)    , create read only snapshot of a mounted filesystem
2847,fs_usage(1)              , report system calls and page faults related to filesystem activity in real
2848,fsck(8)                  , filesystem consistency check and interactive repair
2849,fsck_exfat(8)            , Verify and repair ExFAT file systems
2850,fsck_hfs(8)              , HFS file system consistency check
2851,fsck_msdos(8)            , DOS/Windows (FAT) file system consistency check
2852,fsck_udf(8)              , check a UDF filesystem
2853,fsgetpath(2)             , get the path associated with filesystem node identifier (inode number/link id/object id)
2854,fstab(5)                 , static information about the filesystems
2855,"fstat(2), fstat64(2), lstat(2), lstat64(2), stat(2), stat64(2), fstatat(2) ", get file status
2856,"fstatvfs(3), statvfs(3)  ", retrieve file system information
2857,fstyp(8)                 , identify a file system
2858,fstyp_ntfs(8)            , check for a Windows NT File System (NTFS) volume
2859,fsync(2)                 , synchronize a file's in
2860,ftok(3)                  , create IPC identifier from path name
2861,ftp,proxy(8)             
2862,"ftruncate(2), truncate(2) ", truncate or extend a file to a specified length
2863,fts(3)                   , traverse a file hierarchy
2864,"ftw(3), nftw(3)          ", traverse (walk) a file tree
2865,funzip(1)                , filter for extracting from a ZIP archive in a pipe
2866,fuser(1)                 , list process IDs of all processes that have one or more files open
2867,"futimens(2), utimensat(2) ", set file access and modification times
2868,"futimes(2), utimes(2)    ", set file access and modification times
2869,fwkdp(1)                 , FireWire KDP Tool
2870,fwkpfv(1)                , FireWire kprintf viewer
2871,gdiffmk(1)               , mark differences between groff/nroff/troff files
2872,generic(5)               , Postfix generic table format
2873,"getattrlist(2), fgetattrlist(2), getattrlistat(2) ", get file system attributes
2874,getattrlistbulk(2)       , get file system attributes for multiple directory entries
2875,getconf(1)               , retrieve standard configuration variables
2876,getdirentries(2)         , get directory entries in a filesystem independent format
2877,"getdirentriesattr(2), getdirentriesattr(NOW DEPRECATED)(2) ", get file system attributes for multiple directory entries
2878,"getegid(2), getgid(2)    ", get group process identification
2879,"geteuid(2), getuid(2)    ", get user identification
2880,getfh(2)                 , get file handle
2881,"getfsent(3), getfsspec(3), getfsfile(3), setfsent(3), endfsent(3) ", get file system descriptor file entry
2882,getfsstat(2)             , get list of all mounted file systems
2883,"gethostid(3), sethostid(3) ", get/set unique identifier of current host
2884,gethostuuid(2)           , return a unique identifier for the current machine
2885,"getmntinfo(3), getmntinfo getmntinfo_r_np getmntinfo64(3) ", get information about mounted file systems
2886,"getpid(2), getppid(2)    ", get parent or calling process identification
2887,"getttyent(3), getttynam(3), setttyent(3), endttyent(3) ", get ttys file entry
2888,gettytab(5)              , terminal configuration data base
2889,getvfsbyname(3)          , get information about a filesystem
2890,glArrayElement(3)        , render a vertex using the specified vertex array element
2891,glBindFragDataLocation(3G) , bind a user
2892,glBindFragDataLocationIndexed(3G) , bind a user
2893,glColorPointer(3)        , define an array of colors
2894,glColorTable(3)          , define a color lookup table
2895,glConvolutionFilter1D(3) , define a one
2896,glConvolutionFilter2D(3) , define a two
2897,glCopyConvolutionFilter1D(3) , copy pixels into a one
2898,glCopyConvolutionFilter2D(3) , copy pixels into a two
2899,glDrawBuffers(3G)        , Specifies a list of color buffers to be drawn into
2900,glEdgeFlagPointer(3)     , define an array of edge flags
2901,glFinish(3)              , block until all GL execution is complete
2902,glFinish(3G)             , block until all GL execution is complete
2903,glFlush(3)               , force execution of GL commands in finite time
2904,glFlush(3G)              , force execution of GL commands in finite time
2905,glFlushMappedBufferRange(3G) , indicate modifications to a range of a mapped buffer
2906,glFrontFace(3)           , define front
2907,glFrontFace(3G)          , define front
2908,glGenerateMipmap(3G)     , generate mipmaps for a specified texture target
2909,glGetActiveAttrib(3G)    , Returns information about an active attribute variable for the specified program object
2910,glGetActiveUniform(3G)   , Returns information about an active uniform variable for the specified program object
2911,glGetActiveUniformsiv(3G) , Returns information about several active uniform variables for the specified program object
2912,glGetClipPlane(3)        , return the coefficients of the specified clipping plane
2913,glGetConvolutionFilter(3) , get current 1D or 2D convolution filter kernel
2914,glGetFragDataIndex(3G)   , query the bindings of color indices to user
2915,glGetFragDataLocation(3G) , query the bindings of color numbers to user
2916,"glGetPixelMap(3), glGetPixelMapfv(3), glGetPixelMapuiv(3), glGetPixelMapusv(3) ", return the specified pixel map
2917,glGetPointerv(3)         , return the address of the specified pointer
2918,glGetSeparableFilter(3)  , get separable convolution filter kernel images
2919,"glGetTexLevelParameter(3), glGetTexLevelParameterfv(3), glGetTexLevelParameteriv(3) ", return texture parameter values for a specific level of detail
2920,glGetTexLevelParameter(3G) , return texture parameter values for a specific level of detail
2921,glGetVertexAttribPointerv(3G) , return the address of the specified generic vertex attribute pointer
2922,glHint(3)                , specify implementation
2923,glHint(3G)               , specify implementation
2924,glHistogram(3)           , define histogram table
2925,glIndexPointer(3)        , define an array of color indexes
2926,"glLoadMatrix(3), glLoadMatrixd(3), glLoadMatrixf(3) ", replace the current matrix with the specified matrix
2927,"glMap1(3), glMap1d(3), glMap1f(3) ", define a one
2928,"glMap2(3), glMap2d(3), glMap2f(3) ", define a two
2929,"glMapGrid(3), glMapGrid1d(3), glMapGrid1f(3), glMapGrid2d(3), glMapGrid2f(3) ", define a one
2930,glMinmax(3)              , define minmax table
2931,"glMultMatrix(3), glMultMatrixd(3), glMultMatrixf(3) ", multiply the current matrix with the specified matrix
2932,glNormalPointer(3)       , define an array of normals
2933,glProvokingVertex(3G)    , specifiy the vertex to be used as the source of data for flat shaded varyings
2934,glScissor(3)             , define the scissor box
2935,glScissor(3G)            , define the scissor box
2936,glSeparableFilter2D(3)   , define a separable two
2937,glTexCoordPointer(3)     , define an array of texture coordinates
2938,glVertexAttrib(3G)       , Specifies the value of a generic vertex attribute
2939,glVertexAttribPointer(3G) , define an array of generic vertex attribute data
2940,glVertexPointer(3)       , define an array of vertex data
2941,glWaitSync(3G)           , instruct the GL server to block until the specified sync object becomes signaled
2942,glob(ntcl)               , Return names of files that match patterns
2943,"gluBeginCurve(3), gluEndCurve(3) ", delimit a NURBS curve definition
2944,"gluBeginSurface(3), gluEndSurface(3) ", delimit a NURBS surface definition
2945,"gluBeginTrim(3), gluEndTrim(3) ", delimit a NURBS trimming loop definition
2946,gluLookAt(3)             , define a viewing transformation
2947,gluNurbsCallback(3)      , define a callback for a NURBS object
2948,gluNurbsCurve(3)         , define the shape of a NURBS curve
2949,gluNurbsSurface(3)       , define the shape of a NURBS surface
2950,gluOrtho2D(3)            , define a 2D orthographic projection matrix
2951,gluPickMatrix(3)         , define a picking region
2952,gluQuadricCallback(3)    , define a callback for a quadrics object
2953,gluTessCallback(3)       , define a callback for a tessellation object
2954,glutAttachMenu(3)        , attaches a mouse button for the current window to the identifier of the current menu; glutDetachMenu 
2955,glutChangeToMenuEntry(3) , changes the specified menu item in the current menu into a menu entry
2956,glutChangeToSubMenu(3)   , changes the specified menu item in the current menu into a sub
2957,glutCopyColormap(3)      , copies the logical colormap for the layer in use from a specified window to the current window
2958,glutDestroyMenu(3)       , destroys the specified menu
2959,glutDestroyWindow(3)     , destroys the specified window
2960,glutGameModeString(3)    , sets the game mode configuration via a string
2961,glutGetModifiers(3)      , returns the modifier key state when certain callbacks were generated
2962,"glutPostOverlayRedisplay(3), glutPostWindowOverlayRedisplay(3) ", marks the overlay of the current or specified window as needing to be redisplayed
2963,"glutPostRedisplay(3), glutPostWindowRedisplay(3) ", marks the current or specified window as needing to be redisplayed
2964,glutRemoveMenuItem(3)    , remove the specified menu item
2965,glutSetMenu(3)           , sets the current menu; glutGetMenu 
2966,glutSetWindow(3)         , sets the current window; glutGetWindow 
2967,glutTimerFunc(3)         , registers a timer callback to be triggered in a specified number of milliseconds
2968,grab(ntcl)               , Confine pointer and keyboard events to a window sub
2969,"grep(1), egrep(1), fgrep(1), zgrep(1), zegrep(1), zfgrep(1) ", file pattern searcher
2970,grn(1)                   , groff preprocessor for gremlin files
2971,groff_font(5)            , format of groff device and font description files
2972,groff_tmac(5)            , macro files in the roff typesetting system
2973,groffer(1)               , display groff files and man~pages on X and tty
2974,group(5)                 , format of the group permissions file
2975,gss(5)                   , how to configure gss framework
2976,h2ph(1)                  , convert .h C header files to .ph Perl header files
2977,h2xs(1)                  , convert .h C header files to Perl extensions
2978,head(1)                  , display first lines of a file
2979,header_checks(5)         , Postfix built
2980,hfs.util(8)              , HFS/HFS+ file system utility
2981,hier(7)                  , layout of filesystems
2982,hpftodit(1)              , create font description files for use with groff 
2983,htdigest(1)              , manage user files for digest authentication
2984,htpasswd(1)              , Manage user files for basic authentication
2985,httxt2dbm(1)             , Generate dbm files for use with RewriteMap
2986,iconutil(1)              , Utility to convert between '.iconset' and '.icns' files
2987,idlj(1)                  , The IDL
2988,ifconfig(8)              , configure network interface parameters
2989,"index(3), rindex(3), stpcpy(3), strcasecmp(3), strcat(3), strchr(3), strcmp(3), strcpy(3), strcspn(3), strerror(3), strlen(3), strncasecmp(3), strncat(3), strncmp(3), strncpy(3), strpbrk(3), strrchr(3), strsep(3), strspn(3), strstr(3), strtok(3) ", string specific functions
2990,"inet6_opt_init(3), inet6_opt_append(3), inet6_opt_finish(3), inet6_opt_set_val(3), inet6_opt_next(3), inet6_opt_find(3), inet6_opt_get_val(3) ", IPv6 Hop
2991,"inet6_option_space(3), inet6_option_init(3), inet6_option_append(3), inet6_option_alloc(3), inet6_option_next(3), inet6_option_find(3) ", IPv6 Hop
2992,"ini(n), inifile(n)       ", Parsing of Windows INI files
2993,intro(5)                 , introduction to file formats
2994,iofile.d(1m)             , I/O wait time by file and process. Uses DTrace
2995,iofileb.d(1m)            , I/O bytes by file and process. Uses DTrace
2996,ipconfig(8)              , view and control IP configuration state
2997,ipcrm(1)                 ," remove the specified message queues, semaphore sets, and shared memory segments"
2998,ippfind(1)               , find internet printing protocol printers
2999,ipptoolfile(5)           , ipptool file format
3000,"ipsec_dump_policy(3), ipsec_get_policylen(3), ipsec_set_policy(3) ", manipulate IPsec policy specification structure from human
3001,"isalnum_l(3), isalpha_l(3), isblank_l(3), iscntrl_l(3), isdigit_l(3), isgraph_l(3), ishexnumber_l(3), isideogram_l(3), islower_l(3), isnumber_l(3), isphonogram_l(3), isprint_l(3), ispunct_l(3), isrune_l(3), isspace_l(3), isspecial_l(3), isupper_l(3), isxdigit_l(3) ", character classification utilities
3002,"iswalnum(3), iswalpha(3), iswascii(3), iswblank(3), iswcntrl(3), iswdigit(3), iswgraph(3), iswhexnumber(3), iswideogram(3), iswlower(3), iswnumber(3), iswphonogram(3), iswprint(3), iswpunct(3), iswrune(3), iswspace(3), iswspecial(3), iswupper(3), iswxdigit(3) ", wide character classification utilities
3003,"iswalnum_l(3), iswalpha_l(3), iswblank_l(3), iswcntrl_l(3), iswdigit_l(3), iswgraph_l(3), iswhexnumber_l(3), iswideogram_l(3), iswlower_l(3), iswnumber_l(3), iswphonogram_l(3), iswprint_l(3), iswpunct_l(3), iswrune_l(3), iswspace_l(3), iswspecial_l(3), iswupper_l(3), iswxdigit_l(3) ", wide character classification utilities
3004,"iwidgets_datefield(n), iwidgets::datefield(n) ", Create and manipulate a date field widget
3005,"iwidgets_entryfield(n), iwidgets::entryfield(n) ", Create and manipulate a entry field widget
3006,"iwidgets_extfileselectionbox(n), iwidgets::extfileselectionbox(n) ", Create and manipulate a file selection box widget
3007,"iwidgets_extfileselectiondialog(n), iwidgets::extfileselectiondialog(n) ", Create and manipulate a file selection dialog widget
3008,"iwidgets_fileselectionbox(n), iwidgets::fileselectionbox(n) ", Create and manipulate a file selection box widget
3009,"iwidgets_fileselectiondialog(n), iwidgets::fileselectiondialog(n) ", Create and manipulate a file selection dialog widget
3010,"iwidgets_finddialog(n), iwidgets::finddialog(n) ", Create and manipulate a find dialog widget
3011,"iwidgets_timefield(n), iwidgets::timefield(n) ", Create and manipulate a time field widget
3012,"j0(3), j1(3), jn(3), y0(3), y1(3), yn(3) ", bessel functions of first and second kind
3013,jarsigner(1)             , JAR signing and verification tool
3014,javah(1)                 , C header and stub file generator
3015,javap(1)                 , Java class file disassembler
3016,jinfo(1)                 , configuration info
3017,kdestroy(1)              , remove one credential or destroy the current ticket file
3018,kextcache(8)             , create kext cache files
3019,kextfind(8)              , find kernel extensions (kexts) based on a variety of criteria and print information
3020,kextlibs(8)              , find OSBundleLibraries needed by a kext
3021,key_defined(3x)          , check if a keycode is defined
3022,keybound(3x)             , return definition of keycode
3023,keytool(1)               , key and certificate management tool
3024,"kqueue(2), kevent(2), kevent64(2) ", and kevent_qos kernel event notification mechanism
3025,krb5,config(1)           
3026,krb5.conf(5)             , configuration file for Kerberos 5
3027,"krb5_appdefault(3), krb5_appdefault_boolean(3), krb5_appdefault_string(3), krb5_appdefault_time(3) ", get application configuration value
3028,ktrace(1)                ," configure, record, and print events from kernel trace"
3029,kuncd(8)                 , The Kernel User Notification Center daemon
3030,lam(1)                   , laminate files
3031,launchd.plist(5)         , System wide and per
3032,lchflags(3)              , set file flags
3033,lchmod(3)                , change mode of file
3034,"ldap.conf(5), .ldaprc(5) ", LDAP configuration file/environment variables
3035,"ldap_control_create(3), ldap_control_find(3), ldap_control_dup(3), ldap_controls_dup(3), ldap_control_free(3), ldap_controls_free(3) ", LDAP control manipulation routines
3036,"ldap_first_attribute(3), ldap_next_attribute(3) ", step through LDAP entry attributes
3037,"ldap_first_entry(3), ldap_next_entry(3), ldap_count_entries(3) ", LDAP result entry parsing and counting routines
3038,"ldap_first_message(3), ldap_next_message(3), ldap_count_messages(3) ", Stepping through messages in a result chain
3039,"ldap_first_reference(3), ldap_next_reference(3), ldap_count_references(3) ", Stepping through continuation references in a result chain
3040,"ldap_rename(3), ldap_rename_s(3) ", Renames the specified entry
3041,"ldap_str2syntax(3), ldap_syntax2str(3), ldap_syntax2name(3), ldap_syntax_free(3), ldap_str2matchingrule(3), ldap_matchingrule2str(3), ldap_matchingrule2name(3), ldap_matchingrule_free(3), ldap_str2attributetype(3), ldap_attributetype2str(3), ldap_attributetype2name(3), ldap_attributetype_free(3), ldap_str2objectclass(3), ldap_objectclass2str(3), ldap_objectclass2name(3), ldap_objectclass_free(3), ldap_scherr2str(3) ", Schema definition handling routines
3042,ldap_table(5)            , Postfix LDAP client configuration
3043,"lfind(3), lsearch(3)     ", linear search and append
3044,libnetcfg(1)             , configure libnet
3045,libxml(3)                , library used to parse XML files
3046,"link(2), linkat(2)       ", make a hard file link
3047,"link_addr(3), link_ntoa(3) ", elementary address specification routines for link level access
3048,lmdb_table(5)            , Postfix LMDB adapter
3049,local(8)                 , Postfix local mail delivery
3050,localedef(1)             , define locale environment
3051,locate(1)                , find filenames quickly
3052,lockf(3)                 , record locking on files
3053,lockstat(1)              , report kernel lock and profiling statistics
3054,logd(8)                  , unified logging system daemon
3055,"loggerAppender(n), logger::appender(n) ", Collection of predefined appenders for logger
3056,logresolve(1)            , Resolve IP
3057,lp(1)                    , print files
3058,lpadmin(8)               , configure cups printers and classes
3059,lpr(1)                   , print files
3060,lsbom(8)                 , list contents of a bom file
3061,lseek(2)                 , reposition read/write file offset
3062,lsof(8)                  , list open files
3063,lsvfs(1)                 , list known virtual file systems
3064,lutimes(3)               , set file access and modification times of symlink
3065,lwp,download(1)          
3066,magic(5)                 , file command's magic pattern file
3067,mailto.conf(5)           , configuration file for cups email notifier
3068,makewhatis.local(8)      , start makewhatis for local file systems
3069,man.conf(5)              , configuration data for man
3070,"map_slippy_cache(n), map::slippy::cache(n) ", Management of a tile cache in the local filesystem
3071,master(5)                , Postfix master process configuration file format
3072,master(8)                , Postfix master process
3073,"mbr_uid_to_uuid(3), mbr_gid_to_uuid(3), mbr_uuid_to_id(3), mbr_sid_to_uuid(3), mbr_uuid_to_sid(3) ", user and group identifier translation functions
3074,md5(1)                   , calculate a message
3075,mdfind(1)                , finds files matching a given query
3076,mdimport(1)              , import file hierarchies into the metadata datastore
3077,mdls(1)                  , lists the metadata attributes for the specified file
3078,memcache_table(5)        , Postfix memcache client configuration
3079,memset(3)                , fill a byte string with a byte value
3080,metrickitd(8)            , manages processing and vending of structured app specific metrics through MetricKit
3081,mib2c.conf(5)            , 
